ticker,gics_sector,start_date,end_date
VRT,Industrials,2026-03-23,
VRTX,Health Care,2013-09-23,
VST,Utilities,2024-05-08,
VTR,Real Estate,2009-03-04,
VTRS,Health Care,2020-11-17,
VZ,Communication Services,1996-01-02,
WAB,Industrials,2019-02-27,
WAT,Health Care,2002-01-02,
WBA,Consumer Staples,1996-01-02,2025-08-28
WBD,Communication Services,2022-04-11,
WCG,Health Care,2018-09-17,2020-01-28
WDAY,Information Technology,2024-12-23,
WDC,Information Technology,2009-07-01,
WEC,Utilities,2008-10-31,
WELL,Real Estate,2009-01-30,
WFC,Financials,1996-01-02,
WFM,Consumer Staples,2006-01-03,2017-08-28
WHR,Consumer Discretionary,1996-01-02,2024-03-18
WIN,Communication Services,2006-07-18,2015-04-07
WM,Industrials,1998-07-17,
WMB,Energy,1996-01-02,
WMT,Consumer Staples,1996-01-02,
WRB,Financials,2019-12-05,
WRK,Materials,2015-07-02,2024-07-08
WSM,Consumer Discretionary,2025-03-24,
WST,Health Care,2020-05-22,
WTW,Financials,2016-01-05,
WU,Financials,2006-10-02,2021-12-20
WY,Real Estate,1996-01-02,
WYND,Consumer Discretionary,2006-08-01,2018-05-31
WYNN,Consumer Discretionary,2008-11-14,
XEC,Energy,2014-06-20,2020-03-03
XEL,Utilities,1996-01-02,
XL,Financials,2001-09-04,2018-09-12
XLNX,Information Technology,1999-11-08,2022-02-15
XOM,Energy,1996-01-02,
XRAY,Health Care,2008-11-14,2024-04-02
XRX,Information Technology,1996-01-02,2021-03-22
XYL,Industrials,2011-11-01,
XYZ,Financials,2025-07-23,
YUM,Consumer Discretionary,1997-10-07,
ZBH,Health Care,2001-08-07,
ZBRA,Information Technology,2019-12-23,
ZION,Financials,2001-06-25,2024-03-18
ZTS,Health Care,2013-06-24,
