ticker,gics_sector,start_date,end_date
CGON,Small Cap Extended,2025-10-01,2026-02-01
CHEF,Small Cap Extended,2018-11-01,2019-02-01
CHEF,Small Cap Extended,2020-04-01,2020-10-01
CHEF,Small Cap Extended,2023-03-01,2023-04-01
CHEF,Small Cap Extended,2025-03-01,2025-11-01
CHFC,Small Cap Extended,2018-09-01,2019-09-01
CHGG,Mid Cap Extended,2018-09-01,2024-06-01
CHKP,Mid Cap Extended,2018-09-01,2026-02-01
CHL,Mid Cap Extended,2018-09-01,2021-02-01
CHNG,Mid Cap Extended,2019-09-01,2022-11-01
CHPT,Mid Cap Extended,2021-04-01,2024-11-01
CHPT,Mid Cap Extended,2025-03-01,2025-05-01
CHRD,Mid Cap Extended,2022-08-01,2026-02-01
CHRS,Small Cap Extended,2019-05-01,2021-01-01
CHS,Small Cap Extended,2018-09-01,2018-12-01
CHS,Small Cap Extended,2019-02-01,2019-04-01
CHS,Small Cap Extended,2023-10-01,2024-02-01
CHWY,Mid Cap Extended,2019-09-01,2026-02-01
CHX,Small Cap Extended,2020-08-01,2021-03-01
CHX,Small Cap Extended,2021-04-01,2025-09-01
CHYM,Small Cap Extended,2025-09-01,2026-02-01
CIB,Small Cap Extended,2020-04-01,2020-05-01
CIFR,Mid Cap Extended,2024-04-01,2024-05-01
CIFR,Mid Cap Extended,2024-08-01,2024-09-01
CIFR,Mid Cap Extended,2024-12-01,2025-01-01
CIFR,Mid Cap Extended,2025-02-01,2025-03-01
CIFR,Mid Cap Extended,2025-08-01,2026-02-01
CIIC,Mid Cap Extended,2020-12-01,2021-05-01
CIM,Small Cap Extended,2019-03-01,2019-04-01
CIM,Small Cap Extended,2019-09-01,2019-12-01
CIM,Small Cap Extended,2020-03-01,2020-11-01
CISN,Small Cap Extended,2019-11-01,2020-03-01
CIT,Mid Cap Extended,2018-09-01,2022-02-01
CIVI,Small Cap Extended,2022-01-01,2026-02-01
CJ,Small Cap Extended,2018-09-01,2019-09-01
CLB,Small Cap Extended,2018-09-01,2020-10-01
CLBT,Small Cap Extended,2024-09-01,2025-06-01
CLBT,Small Cap Extended,2025-08-01,2025-12-01
CLDR,Mid Cap Extended,2018-09-01,2021-11-01
CLDX,Small Cap Extended,2020-07-01,2020-10-01
CLDX,Small Cap Extended,2021-08-01,2021-12-01
CLDX,Small Cap Extended,2022-07-01,2022-12-01
CLDX,Small Cap Extended,2023-01-01,2023-08-01
CLDX,Small Cap Extended,2023-12-01,2025-04-01
CLDX,Small Cap Extended,2025-09-01,2025-11-01
CLEU,Small Cap Extended,2025-02-01,2025-03-01
CLF,Mid Cap Extended,2018-09-01,2020-04-01
CLF,Mid Cap Extended,2020-06-01,2026-02-01
CLGX,Small Cap Extended,2018-09-01,2021-07-01
CLI,Small Cap Extended,2019-01-01,2019-04-01
CLI,Small Cap Extended,2019-12-01,2020-08-01
CLI,Small Cap Extended,2020-10-01,2021-01-01
CLII,Small Cap Extended,2021-02-01,2021-05-01
CLNE,Small Cap Extended,2021-01-01,2022-07-01
CLNE,Small Cap Extended,2022-08-01,2023-02-01
CLNY,Small Cap Extended,2018-12-01,2019-01-01
CLNY,Small Cap Extended,2019-02-01,2019-03-01
CLNY,Small Cap Extended,2019-10-01,2019-12-01
CLOV,Mid Cap Extended,2021-02-01,2021-12-01
CLR,Mid Cap Extended,2018-09-01,2023-01-01
CLS,Mid Cap Extended,2023-09-01,2026-02-01
CLSN,Small Cap Extended,2021-03-01,2021-06-01
CLVR,Small Cap Extended,2022-06-01,2022-07-01
CLVS,Mid Cap Extended,2018-09-01,2019-10-01
CLVS,Mid Cap Extended,2019-12-01,2020-11-01
CLVS,Mid Cap Extended,2021-02-01,2021-08-01
CLVT,Mid Cap Extended,2021-03-01,2025-03-01
CM,Small Cap Extended,2018-09-01,2021-01-01
CM,Small Cap Extended,2021-04-01,2026-02-01
CMC,Small Cap Extended,2018-09-01,2026-02-01
CMLF,Small Cap Extended,2021-04-01,2021-06-01
CMPS,Small Cap Extended,2020-12-01,2021-02-01
CMPS,Small Cap Extended,2022-01-01,2022-02-01
CMRX,Small Cap Extended,2025-04-01,2025-06-01
CNDT,Mid Cap Extended,2018-09-01,2020-01-01
CNH,Mid Cap Extended,2024-07-01,2026-02-01
CNI,Mid Cap Extended,2018-09-01,2026-02-01
CNM,Mid Cap Extended,2021-10-01,2021-11-01
CNM,Mid Cap Extended,2022-02-01,2022-05-01
CNM,Mid Cap Extended,2022-11-01,2023-02-01
CNM,Mid Cap Extended,2023-05-01,2026-02-01
CNNE,Small Cap Extended,2020-01-01,2021-01-01
CNNE,Small Cap Extended,2021-03-01,2021-07-01
CNO,Small Cap Extended,2018-09-01,2021-01-01
CNO,Small Cap Extended,2021-08-01,2021-09-01
CNO,Small Cap Extended,2022-04-01,2022-09-01
CNO,Small Cap Extended,2023-03-01,2023-09-01
CNO,Small Cap Extended,2023-11-01,2025-02-01
CNO,Small Cap Extended,2025-03-01,2025-11-01
CNQ,Mid Cap Extended,2018-09-01,2026-02-01
CNR,Small Cap Extended,2022-05-01,2022-09-01
CNR,Small Cap Extended,2025-02-01,2026-02-01
CNSL,Small Cap Extended,2019-05-01,2019-06-01
CNTA,Small Cap Extended,2025-12-01,2026-02-01
CNXC,Small Cap Extended,2021-02-01,2021-04-01
CNXC,Small Cap Extended,2021-05-01,2026-02-01
CNXM,Small Cap Extended,2020-04-01,2020-05-01
COCO,Small Cap Extended,2023-08-01,2023-09-01
COCO,Small Cap Extended,2023-10-01,2024-03-01
COCO,Small Cap Extended,2025-04-01,2025-09-01
COCO,Small Cap Extended,2025-10-01,2026-02-01
CODX,Mid Cap Extended,2020-03-01,2021-02-01
COGT,Small Cap Extended,2022-07-01,2022-10-01
COGT,Small Cap Extended,2025-08-01,2025-11-01
COGT,Small Cap Extended,2025-12-01,2026-02-01
COLB,Small Cap Extended,2019-02-01,2019-05-01
COLB,Small Cap Extended,2022-03-01,2026-02-01
COLD,Mid Cap Extended,2018-10-01,2026-02-01
COLL,Small Cap Extended,2020-03-01,2020-06-01
COLM,Small Cap Extended,2018-09-01,2026-02-01
COMM,Small Cap Extended,2018-09-01,2023-05-01
COMM,Small Cap Extended,2024-11-01,2024-12-01
COMM,Small Cap Extended,2025-01-01,2025-05-01
COMM,Small Cap Extended,2025-06-01,2026-02-01
COMP,Small Cap Extended,2022-01-01,2022-04-01
COMP,Small Cap Extended,2024-09-01,2026-02-01
CON,Small Cap Extended,2025-03-01,2025-04-01
CONE,Mid Cap Extended,2018-09-01,2022-05-01
COOK,Small Cap Extended,2021-10-01,2021-11-01
COOP,Small Cap Extended,2019-01-01,2019-03-01
COOP,Small Cap Extended,2019-06-01,2019-07-01
COOP,Small Cap Extended,2020-10-01,2021-03-01
COOP,Small Cap Extended,2021-04-01,2021-07-01
COOP,Small Cap Extended,2021-10-01,2025-11-01
CORT,Small Cap Extended,2018-09-01,2019-06-01
CORT,Small Cap Extended,2019-12-01,2020-03-01
CORT,Small Cap Extended,2020-04-01,2021-03-01
CORT,Small Cap Extended,2022-01-01,2022-04-01
CORT,Small Cap Extended,2022-05-01,2022-11-01
CORT,Small Cap Extended,2023-01-01,2023-08-01
CORT,Small Cap Extended,2023-10-01,2026-02-01
CORZ,Mid Cap Extended,2024-07-01,2026-02-01
COSM,Mid Cap Extended,2023-01-01,2023-05-01
COT,Small Cap Extended,2018-10-01,2019-11-01
COT,Small Cap Extended,2020-02-01,2020-04-01
COUP,Mid Cap Extended,2018-09-01,2023-04-01
COUR,Small Cap Extended,2021-06-01,2022-04-01
COUR,Small Cap Extended,2022-07-01,2022-09-01
COUR,Small Cap Extended,2023-09-01,2024-11-01
COUR,Small Cap Extended,2025-08-01,2025-12-01
COWN,Small Cap Extended,2021-06-01,2021-07-01
COWN,Small Cap Extended,2022-08-01,2023-04-01
CP,Mid Cap Extended,2018-09-01,2026-02-01
CPA,Small Cap Extended,2018-09-01,2021-07-01
CPA,Small Cap Extended,2022-01-01,2022-11-01
CPA,Small Cap Extended,2023-01-01,2025-12-01
CPE,Mid Cap Extended,2018-09-01,2020-10-01
CPE,Mid Cap Extended,2020-11-01,2024-05-01
CPG,Small Cap Extended,2022-02-01,2024-07-01
CPNG,Mid Cap Extended,2021-06-01,2026-02-01
CPRX,Small Cap Extended,2022-09-01,2024-08-01
CPRX,Small Cap Extended,2024-11-01,2024-12-01
CPRX,Small Cap Extended,2025-02-01,2026-01-01
CRBG,Mid Cap Extended,2022-12-01,2026-02-01
CRBP,Small Cap Extended,2019-04-01,2019-06-01
CRBP,Small Cap Extended,2020-10-01,2020-11-01
CRBP,Small Cap Extended,2021-03-01,2021-06-01
CRBP,Small Cap Extended,2024-02-01,2024-05-01
CRBP,Small Cap Extended,2024-10-01,2024-11-01
CRBU,Small Cap Extended,2021-10-01,2021-11-01
CRBU,Small Cap Extended,2023-08-01,2023-10-01
CRC,Small Cap Extended,2018-09-01,2019-11-01
CRC,Small Cap Extended,2019-12-01,2020-04-01
CRC,Small Cap Extended,2021-07-01,2026-02-01
CRCL,Mid Cap Extended,2025-09-01,2026-02-01
CRDF,Small Cap Extended,2020-10-01,2021-04-01
CRDO,Small Cap Extended,2022-10-01,2023-01-01
CRDO,Small Cap Extended,2023-02-01,2026-02-01
CREE,Mid Cap Extended,2018-09-01,2021-11-01
CRGY,Small Cap Extended,2024-06-01,2026-02-01
CRI,Mid Cap Extended,2018-09-01,2026-02-01
CRIS,Small Cap Extended,2021-01-01,2021-04-01
CRIS,Small Cap Extended,2021-06-01,2021-09-01
CRK,Small Cap Extended,2021-11-01,2026-02-01
CRKN,Small Cap Extended,2024-06-01,2024-09-01
CRMD,Small Cap Extended,2025-08-01,2026-02-01
CRNC,Mid Cap Extended,2020-03-01,2022-07-01
CRNC,Mid Cap Extended,2025-02-01,2025-05-01
CRON,Mid Cap Extended,2018-09-01,2021-06-01
CROX,Mid Cap Extended,2018-09-01,2026-02-01
CRS,Small Cap Extended,2018-09-01,2018-10-01
CRS,Small Cap Extended,2018-11-01,2019-08-01
CRS,Small Cap Extended,2019-10-01,2020-05-01
CRS,Small Cap Extended,2020-08-01,2020-11-01
CRS,Small Cap Extended,2023-05-01,2026-02-01
CRSP,Mid Cap Extended,2018-09-01,2026-02-01
CRSR,Mid Cap Extended,2020-12-01,2022-06-01
CRTO,Small Cap Extended,2018-09-01,2019-07-01
CRTO,Small Cap Extended,2021-05-01,2021-07-01
CRTO,Small Cap Extended,2024-09-01,2024-11-01
CRUS,Small Cap Extended,2018-09-01,2026-02-01
CRWV,Mid Cap Extended,2025-06-01,2026-02-01
CRZO,Mid Cap Extended,2018-09-01,2020-02-01
CS,Small Cap Extended,2018-09-01,2021-03-01
CS,Small Cap Extended,2021-04-01,2022-09-01
CSFL,Small Cap Extended,2018-09-01,2020-07-01
CSIQ,Small Cap Extended,2018-09-01,2018-10-01
CSIQ,Small Cap Extended,2019-01-01,2020-07-01
CSIQ,Small Cap Extended,2020-08-01,2025-03-01
CSIQ,Small Cap Extended,2025-11-01,2026-02-01
CSL,Mid Cap Extended,2018-09-01,2026-02-01
CSOD,Small Cap Extended,2018-09-01,2021-02-01
CSOD,Small Cap Extended,2021-09-01,2021-12-01
CSTM,Small Cap Extended,2019-10-01,2020-07-01
CSTM,Small Cap Extended,2021-07-01,2021-10-01
CSTM,Small Cap Extended,2024-07-01,2024-12-01
CTIC,Small Cap Extended,2022-07-01,2022-11-01
CTIC,Small Cap Extended,2022-12-01,2023-04-01
CTIC,Small Cap Extended,2023-06-01,2023-08-01
CTRE,Small Cap Extended,2019-02-01,2020-06-01
CTRE,Small Cap Extended,2023-10-01,2026-02-01
CTRI,Small Cap Extended,2025-10-01,2026-02-01
CTRL,Small Cap Extended,2018-10-01,2019-01-01
CTRM,Small Cap Extended,2021-02-01,2021-08-01
CTRP,Mid Cap Extended,2018-09-01,2019-12-01
CTST,Small Cap Extended,2019-05-01,2019-08-01
CTXR,Small Cap Extended,2021-05-01,2021-06-01
CTXR,Small Cap Extended,2021-08-01,2021-09-01
CUBE,Mid Cap Extended,2018-09-01,2026-02-01
CUK,Small Cap Extended,2018-09-01,2023-03-01
CUK,Small Cap Extended,2023-04-01,2026-02-01
CURB,Small Cap Extended,2024-12-01,2025-01-01
CUZ,Small Cap Extended,2018-09-01,2021-04-01
CUZ,Small Cap Extended,2021-06-01,2021-11-01
CUZ,Small Cap Extended,2022-02-01,2026-02-01
CVA,Small Cap Extended,2019-02-01,2019-07-01
CVA,Small Cap Extended,2019-11-01,2020-02-01
CVA,Small Cap Extended,2020-04-01,2020-07-01
CVA,Small Cap Extended,2021-08-01,2021-11-01
CVAC,Mid Cap Extended,2020-11-01,2022-03-01
CVBF,Small Cap Extended,2018-11-01,2019-01-01
CVBF,Small Cap Extended,2019-09-01,2020-01-01
CVBF,Small Cap Extended,2020-04-01,2020-07-01
CVBF,Small Cap Extended,2022-05-01,2022-10-01
CVBF,Small Cap Extended,2022-12-01,2024-02-01
CVE,Mid Cap Extended,2018-09-01,2020-04-01
CVE,Mid Cap Extended,2021-01-01,2026-02-01
CVET,Small Cap Extended,2019-05-01,2021-05-01
CVET,Small Cap Extended,2022-06-01,2022-11-01
CVI,Small Cap Extended,2018-09-01,2020-07-01
CVI,Small Cap Extended,2022-07-01,2025-04-01
CVI,Small Cap Extended,2025-08-01,2026-02-01
CVM,Small Cap Extended,2020-04-01,2020-05-01
CVM,Small Cap Extended,2021-07-01,2021-08-01
CVRR,Small Cap Extended,2018-09-01,2018-11-01
CVT,Small Cap Extended,2023-06-01,2023-08-01
CWAN,Small Cap Extended,2023-11-01,2026-02-01
CWEN,Small Cap Extended,2019-03-01,2019-05-01
CWEN,Small Cap Extended,2020-04-01,2020-07-01
CWEN,Small Cap Extended,2020-11-01,2020-12-01
CWEN,Small Cap Extended,2022-06-01,2023-01-01
CWEN,Small Cap Extended,2023-04-01,2024-05-01
CWEN,Small Cap Extended,2024-06-01,2024-10-01
CWEN,Small Cap Extended,2024-11-01,2025-02-01
CWEN,Small Cap Extended,2025-04-01,2025-10-01
CWEN,Small Cap Extended,2025-11-01,2026-02-01
CWH,Small Cap Extended,2018-09-01,2019-02-01
CWH,Small Cap Extended,2020-06-01,2025-12-01
CWK,Small Cap Extended,2018-10-01,2019-03-01
CWK,Small Cap Extended,2019-04-01,2019-10-01
CWK,Small Cap Extended,2019-12-01,2020-05-01
CWK,Small Cap Extended,2021-09-01,2021-12-01
CWK,Small Cap Extended,2022-02-01,2022-04-01
CWK,Small Cap Extended,2023-01-01,2025-02-01
CWK,Small Cap Extended,2025-05-01,2025-06-01
CWK,Small Cap Extended,2025-09-01,2026-01-01
CX,Mid Cap Extended,2018-09-01,2018-11-01
CX,Mid Cap Extended,2019-02-01,2019-03-01
CX,Mid Cap Extended,2021-01-01,2022-03-01
CX,Mid Cap Extended,2022-04-01,2022-05-01
CX,Mid Cap Extended,2023-02-01,2023-03-01
CX,Mid Cap Extended,2023-04-01,2026-02-01
CXAI,Mid Cap Extended,2023-05-01,2023-08-01
CXM,Small Cap Extended,2023-07-01,2024-09-01
CXP,Small Cap Extended,2018-09-01,2019-07-01
CXP,Small Cap Extended,2020-01-01,2020-09-01
CXP,Small Cap Extended,2021-10-01,2022-01-01
CXT,Small Cap Extended,2023-06-01,2023-12-01
CXT,Small Cap Extended,2024-01-01,2024-06-01
CXT,Small Cap Extended,2024-09-01,2025-01-01
CXT,Small Cap Extended,2025-03-01,2025-06-01
CXW,Small Cap Extended,2018-09-01,2020-12-01
CXW,Small Cap Extended,2024-12-01,2025-07-01
CY,Mid Cap Extended,2018-09-01,2020-06-01
CYBR,Mid Cap Extended,2018-09-01,2026-02-01
CYH,Small Cap Extended,2020-12-01,2021-03-01
CYH,Small Cap Extended,2021-05-01,2021-10-01
CYN,Small Cap Extended,2022-06-01,2022-08-01
CYN,Small Cap Extended,2025-07-01,2025-10-01
CYRX,Small Cap Extended,2019-11-01,2019-12-01
CYRX,Small Cap Extended,2020-07-01,2021-06-01
CYRX,Small Cap Extended,2021-12-01,2022-05-01
CYTK,Mid Cap Extended,2020-04-01,2021-02-01
CYTK,Mid Cap Extended,2021-08-01,2026-02-01
CZOO,Small Cap Extended,2024-05-01,2024-07-01
CZZ,Small Cap Extended,2019-02-01,2019-05-01
CZZ,Small Cap Extended,2019-09-01,2020-07-01
CZZ,Small Cap Extended,2020-08-01,2020-11-01
DADA,Small Cap Extended,2020-08-01,2021-11-01
DADA,Small Cap Extended,2023-02-01,2023-05-01
DAN,Small Cap Extended,2018-09-01,2021-01-01
DAN,Small Cap Extended,2021-02-01,2021-04-01
DAN,Small Cap Extended,2021-05-01,2021-08-01
DAN,Small Cap Extended,2022-04-01,2022-09-01
DAN,Small Cap Extended,2022-10-01,2023-02-01
DAN,Small Cap Extended,2023-07-01,2024-01-01
DAN,Small Cap Extended,2025-01-01,2026-02-01
DAR,Mid Cap Extended,2018-09-01,2026-02-01
DATA,Mid Cap Extended,2018-09-01,2019-09-01
DAWN,Small Cap Extended,2022-07-01,2022-10-01
DAWN,Small Cap Extended,2023-07-01,2023-08-01
DB,Small Cap Extended,2018-09-01,2026-02-01
DBD,Small Cap Extended,2019-04-01,2020-04-01
DBI,Small Cap Extended,2019-05-01,2020-04-01
DBI,Small Cap Extended,2020-05-01,2020-06-01
DBI,Small Cap Extended,2022-11-01,2023-04-01
DBI,Small Cap Extended,2023-10-01,2024-02-01
DBRG,Small Cap Extended,2021-08-01,2021-10-01
DBRG,Small Cap Extended,2021-12-01,2025-09-01
DBRG,Small Cap Extended,2025-11-01,2026-02-01
DBX,Mid Cap Extended,2018-09-01,2026-02-01
DCFC,Small Cap Extended,2022-03-01,2022-06-01
DCI,Small Cap Extended,2018-09-01,2021-04-01
DCI,Small Cap Extended,2021-05-01,2026-02-01
DCP,Small Cap Extended,2018-09-01,2020-04-01
DCP,Small Cap Extended,2020-05-01,2020-08-01
DCP,Small Cap Extended,2022-09-01,2023-08-01
DCPH,Small Cap Extended,2019-09-01,2021-03-01
DCPH,Small Cap Extended,2022-01-01,2022-03-01
DCPH,Small Cap Extended,2024-05-01,2024-07-01
DCT,Small Cap Extended,2018-09-01,2018-10-01
DCT,Small Cap Extended,2020-10-01,2021-07-01
DCT,Small Cap Extended,2021-10-01,2022-02-01
DCT,Small Cap Extended,2023-02-01,2023-05-01
DDD,Small Cap Extended,2018-09-01,2020-09-01
DDD,Small Cap Extended,2020-11-01,2022-07-01
DEA,Small Cap Extended,2019-11-01,2019-12-01
DEA,Small Cap Extended,2020-04-01,2020-08-01
DEAC,Small Cap Extended,2020-02-01,2020-06-01
DEI,Small Cap Extended,2018-09-01,2021-10-01
DEI,Small Cap Extended,2021-11-01,2024-06-01
DEI,Small Cap Extended,2024-09-01,2025-08-01
DEN,Mid Cap Extended,2021-04-01,2023-12-01
DENN,Small Cap Extended,2019-10-01,2019-11-01
DENN,Small Cap Extended,2020-07-01,2020-12-01
DEO,Mid Cap Extended,2018-09-01,2026-02-01
DESP,Small Cap Extended,2025-01-01,2025-07-01
DF,Small Cap Extended,2018-09-01,2019-01-01
DFDV,Small Cap Extended,2025-06-01,2025-12-01
DFLI,Small Cap Extended,2025-11-01,2026-01-01
DH,Small Cap Extended,2021-12-01,2022-01-01
DHC,Small Cap Extended,2020-02-01,2020-03-01
DHT,Small Cap Extended,2023-03-01,2023-07-01
DHT,Small Cap Extended,2023-10-01,2024-04-01
DHT,Small Cap Extended,2024-10-01,2024-11-01
DICE,Small Cap Extended,2022-11-01,2023-02-01
DICE,Small Cap Extended,2023-06-01,2023-09-01
DIDI,Mid Cap Extended,2021-09-01,2022-01-01
DIN,Small Cap Extended,2018-09-01,2021-01-01
DIN,Small Cap Extended,2021-06-01,2021-07-01
DINO,Mid Cap Extended,2022-04-01,2026-02-01
DISCK,Mid Cap Extended,2018-09-01,2022-05-01
DJT,Mid Cap Extended,2024-05-01,2026-02-01
DK,Small Cap Extended,2018-09-01,2020-12-01
DK,Small Cap Extended,2022-05-01,2024-12-01
DK,Small Cap Extended,2025-04-01,2026-02-01
DKNG,Mid Cap Extended,2020-06-01,2026-02-01
DKS,Mid Cap Extended,2018-09-01,2026-02-01
DLB,Small Cap Extended,2018-09-01,2026-02-01
DLO,Small Cap Extended,2021-08-01,2023-04-01
DLO,Small Cap Extended,2023-05-01,2024-01-01
DLO,Small Cap Extended,2024-06-01,2024-09-01
DLO,Small Cap Extended,2025-10-01,2026-01-01
DLPH,Small Cap Extended,2018-09-01,2020-11-01
DM,Small Cap Extended,2018-09-01,2019-03-01
DM,Small Cap Extended,2021-02-01,2022-05-01
DM,Small Cap Extended,2022-06-01,2022-09-01
DMTK,Small Cap Extended,2021-03-01,2021-10-01
DNA,Mid Cap Extended,2021-10-01,2024-10-01
DNKN,Mid Cap Extended,2018-09-01,2021-02-01
DNLI,Small Cap Extended,2020-03-01,2020-05-01
DNLI,Small Cap Extended,2020-09-01,2022-05-01
DNLI,Small Cap Extended,2022-08-01,2023-10-01
DNLI,Small Cap Extended,2023-11-01,2025-01-01
DNMR,Small Cap Extended,2021-02-01,2022-04-01
DNOW,Small Cap Extended,2018-09-01,2019-05-01
DNOW,Small Cap Extended,2019-10-01,2019-11-01
DNOW,Small Cap Extended,2020-02-01,2020-03-01
DNUT,Small Cap Extended,2021-09-01,2021-11-01
DNUT,Small Cap Extended,2024-04-01,2024-10-01
DOCN,Mid Cap Extended,2021-06-01,2021-07-01
DOCN,Mid Cap Extended,2021-09-01,2026-02-01
DOCS,Mid Cap Extended,2021-09-01,2026-02-01
DOCU,Mid Cap Extended,2018-09-01,2026-02-01
DOMO,Small Cap Extended,2018-09-01,2018-11-01
DOMO,Small Cap Extended,2019-03-01,2020-04-01
DOMO,Small Cap Extended,2020-07-01,2021-07-01
DOMO,Small Cap Extended,2021-08-01,2022-04-01
DOX,Mid Cap Extended,2018-09-01,2026-02-01
DPHC,Mid Cap Extended,2020-09-01,2020-12-01
DPLO,Small Cap Extended,2018-09-01,2019-04-01
DPRO,Small Cap Extended,2025-10-01,2026-02-01
DPW,Mid Cap Extended,2020-12-01,2021-01-01
DQ,Mid Cap Extended,2018-09-01,2018-11-01
DQ,Mid Cap Extended,2020-03-01,2020-07-01
DQ,Mid Cap Extended,2020-08-01,2024-08-01
DQ,Mid Cap Extended,2024-11-01,2025-02-01
DQ,Mid Cap Extended,2025-10-01,2026-02-01
DRH,Small Cap Extended,2018-09-01,2020-04-01
DRH,Small Cap Extended,2020-05-01,2020-07-01
DRH,Small Cap Extended,2023-06-01,2023-08-01
DRH,Small Cap Extended,2023-10-01,2024-01-01
DRNA,Small Cap Extended,2019-12-01,2020-10-01
DRNA,Small Cap Extended,2021-08-01,2022-02-01
DRS,Small Cap Extended,2023-12-01,2024-03-01
DRS,Small Cap Extended,2025-04-01,2026-02-01
DRVN,Small Cap Extended,2021-04-01,2021-05-01
DRVN,Small Cap Extended,2022-10-01,2023-02-01
DRVN,Small Cap Extended,2023-09-01,2024-01-01
DRVN,Small Cap Extended,2024-07-01,2024-08-01
DSEY,Small Cap Extended,2023-04-01,2023-08-01
DSW,Mid Cap Extended,2018-09-01,2019-05-01
DT,Mid Cap Extended,2019-10-01,2026-02-01
DTIL,Small Cap Extended,2020-01-01,2020-04-01
DTM,Small Cap Extended,2021-09-01,2022-01-01
DTM,Small Cap Extended,2022-03-01,2026-02-01
DUOL,Mid Cap Extended,2021-10-01,2026-02-01
DV,Small Cap Extended,2021-07-01,2021-08-01
DV,Small Cap Extended,2022-01-01,2022-04-01
DV,Small Cap Extended,2022-09-01,2026-02-01
DVAX,Small Cap Extended,2018-09-01,2019-04-01
DVAX,Small Cap Extended,2020-06-01,2020-10-01
DVAX,Small Cap Extended,2021-03-01,2021-07-01
DVAX,Small Cap Extended,2021-09-01,2022-05-01
DVAX,Small Cap Extended,2022-06-01,2023-05-01
DVAX,Small Cap Extended,2023-07-01,2025-03-01
DVAX,Small Cap Extended,2025-04-01,2025-08-01
DVMT,Mid Cap Extended,2018-09-01,2019-02-01
DWAC,Mid Cap Extended,2021-11-01,2023-03-01
DWAC,Mid Cap Extended,2023-09-01,2023-11-01
DWAC,Mid Cap Extended,2024-02-01,2024-05-01
DX,Small Cap Extended,2025-03-01,2026-02-01
DXYZ,Mid Cap Extended,2024-06-01,2024-08-01
DXYZ,Mid Cap Extended,2024-12-01,2025-06-01
DYN,Small Cap Extended,2024-02-01,2026-02-01
EAF,Small Cap Extended,2018-09-01,2020-07-01
EAF,Small Cap Extended,2021-04-01,2021-11-01
EAF,Small Cap Extended,2022-03-01,2022-06-01
EAR,Small Cap Extended,2021-01-01,2021-02-01
EAR,Small Cap Extended,2021-11-01,2021-12-01
EAR,Small Cap Extended,2022-02-01,2022-03-01
EAR,Small Cap Extended,2022-10-01,2022-12-01
EAT,Mid Cap Extended,2018-09-01,2026-02-01
EB,Small Cap Extended,2018-12-01,2019-01-01
EB,Small Cap Extended,2019-04-01,2020-10-01
EB,Small Cap Extended,2021-04-01,2021-09-01
EBC,Small Cap Extended,2021-01-01,2021-04-01
EBC,Small Cap Extended,2024-10-01,2024-11-01
EBC,Small Cap Extended,2025-11-01,2026-02-01
EBR,Small Cap Extended,2022-07-01,2022-08-01
EBR,Small Cap Extended,2022-11-01,2023-02-01
EBS,Small Cap Extended,2018-09-01,2022-12-01
EBS,Small Cap Extended,2023-05-01,2023-07-01
EBS,Small Cap Extended,2024-07-01,2024-12-01
EC,Small Cap Extended,2018-11-01,2019-02-01
EC,Small Cap Extended,2023-11-01,2024-03-01
EC,Small Cap Extended,2024-07-01,2024-10-01
EC,Small Cap Extended,2025-05-01,2025-06-01
ECA,Mid Cap Extended,2018-09-01,2020-03-01
ECG,Small Cap Extended,2025-01-01,2026-02-01
ECYT,Mid Cap Extended,2018-09-01,2019-02-01
EDIT,Small Cap Extended,2018-09-01,2023-04-01
EDIT,Small Cap Extended,2023-06-01,2023-10-01
EDIT,Small Cap Extended,2024-01-01,2024-03-01
EDR,Mid Cap Extended,2018-09-01,2018-11-01
EDR,Mid Cap Extended,2021-06-01,2021-09-01
EDR,Mid Cap Extended,2021-11-01,2025-05-01
EDU,Mid Cap Extended,2018-09-01,2026-02-01
EEFT,Small Cap Extended,2018-09-01,2026-02-01
EEP,Small Cap Extended,2018-09-01,2019-02-01
EEQ,Small Cap Extended,2018-12-01,2019-02-01
EFII,Small Cap Extended,2018-09-01,2019-09-01
EGHT,Small Cap Extended,2018-09-01,2021-10-01
EGHT,Small Cap Extended,2022-01-01,2022-06-01
EGN,Mid Cap Extended,2018-09-01,2019-01-01
EGO,Small Cap Extended,2019-08-01,2021-04-01
EGO,Small Cap Extended,2022-04-01,2022-07-01
EGO,Small Cap Extended,2023-05-01,2023-08-01
EGO,Small Cap Extended,2023-12-01,2025-02-01
EGO,Small Cap Extended,2025-03-01,2026-02-01
EH,Small Cap Extended,2021-02-01,2021-11-01
EH,Small Cap Extended,2023-02-01,2023-05-01
EH,Small Cap Extended,2023-09-01,2024-02-01
EH,Small Cap Extended,2024-05-01,2024-08-01
EH,Small Cap Extended,2024-11-01,2025-09-01
EHAB,Small Cap Extended,2022-09-01,2022-10-01
EHC,Small Cap Extended,2018-09-01,2026-02-01
EHTH,Mid Cap Extended,2019-02-01,2021-07-01
ELAN,Mid Cap Extended,2018-12-01,2026-02-01
ELF,Mid Cap Extended,2019-09-01,2019-12-01
ELF,Mid Cap Extended,2020-03-01,2020-06-01
ELF,Mid Cap Extended,2020-10-01,2020-12-01
ELF,Mid Cap Extended,2022-09-01,2026-02-01
ELLI,Mid Cap Extended,2018-09-01,2019-06-01
ELS,Mid Cap Extended,2018-09-01,2026-02-01
ELY,Small Cap Extended,2018-09-01,2022-10-01
